timestamp,open,high,low,close,volume
2015-04-08,12.64,12.64,12.64,12.64,0
2015-04-09,12.54,12.54,12.54,12.54,0
2015-04-10,12.56,12.56,12.56,12.56,0
2015-04-13,12.66,12.66,12.66,12.66,0
2015-04-14,12.68,12.68,12.68,12.68,0
2015-04-15,12.57,12.57,12.57,12.57,0
2015-04-16,12.6,12.6,12.6,12.6,0
2015-04-17,12.56,12.56,12.56,12.56,0
2015-04-20,12.56,12.56,12.56,12.56,0
2015-04-21,12.43,12.43,12.43,12.43,0
2015-04-22,12.59,12.59,12.59,12.59,0
2015-04-23,12.74,12.74,12.74,12.74,0
2015-04-24,12.76,12.76,12.76,12.76,0
2015-04-27,12.81,12.81,12.81,12.81,0
2015-04-28,12.81,12.81,12.81,12.81,0
2015-04-29,12.73,12.73,12.73,12.73,0
2015-04-30,12.76,12.76,12.76,12.76,0
2015-05-05,12.69,12.69,12.69,12.69,0
2015-05-06,12.71,12.71,12.71,12.71,0
2015-05-07,12.65,12.65,12.65,12.65,0
2015-05-08,12.55,12.55,12.55,12.55,0
2015-05-11,12.48,12.48,12.48,12.48,0
2015-05-12,12.51,12.51,12.51,12.51,0
2015-05-13,12.53,12.53,12.53,12.53,0
2015-05-14,12.45,12.45,12.45,12.45,0
2015-05-15,12.4,12.4,12.4,12.4,0
2015-05-18,12.41,12.41,12.41,12.41,0
2015-05-19,12.54,12.54,12.54,12.54,0
2015-05-20,12.53,12.53,12.53,12.53,0
2015-05-21,12.42,12.42,12.42,12.42,0
2015-05-22,12.47,12.47,12.47,12.47,0
2015-05-25,12.49,12.49,12.49,12.49,0
2015-05-26,12.51,12.51,12.51,12.51,0
2015-05-27,12.61,12.61,12.61,12.61,0
2015-05-28,12.66,12.66,12.66,12.66,0
2015-05-29,12.68,12.68,12.68,12.68,0
2015-06-01,12.71,12.71,12.71,12.71,0
2015-06-02,12.71,12.71,12.71,12.71,0
2015-06-03,12.65,12.65,12.65,12.65,0
2015-06-04,12.39,12.39,12.39,12.39,0
2015-06-05,12.42,12.42,12.42,12.42,0
2015-06-08,12.45,12.45,12.45,12.45,0
2015-06-09,12.24,12.24,12.24,12.24,0
2015-06-10,12.39,12.39,12.39,12.39,0
2015-06-11,12.42,12.42,12.42,12.42,0
2015-06-12,12.36,12.36,12.36,12.36,0
2015-06-15,12.33,12.33,12.33,12.33,0
2015-06-16,12.29,12.29,12.29,12.29,0
2015-06-17,12.3,12.3,12.3,12.3,0
2015-06-18,12.4,12.4,12.4,12.4,0
2015-06-22,12.51,12.51,12.51,12.51,0
2015-06-23,12.55,12.55,12.55,12.55,0
2015-06-24,12.62,12.62,12.62,12.62,0
2015-06-25,12.68,12.68,12.68,12.68,0
2015-06-26,12.68,12.68,12.68,12.68,0
2015-06-29,12.48,12.48,12.48,12.48,0
2015-06-30,12.55,12.55,12.55,12.55,0
2015-07-01,12.66,12.66,12.66,12.66,0
2015-07-02,12.65,12.65,12.65,12.65,0
2015-07-03,12.62,12.62,12.62,12.62,0
2015-07-06,12.51,12.51,12.51,12.51,0
2015-07-07,12.46,12.46,12.46,12.46,0
2015-07-08,12.14,12.14,12.14,12.14,0
2015-07-09,12.15,12.15,12.15,12.15,0
2015-07-13,12.27,12.27,12.27,12.27,0
2015-07-14,12.24,12.24,12.24,12.24,0
2015-07-15,12.22,12.22,12.22,12.22,0
2015-07-16,12.29,12.29,12.29,12.29,0
2015-07-17,12.2,12.2,12.2,12.2,0
2015-07-20,12.13,12.13,12.13,12.13,0
2015-07-21,12.09,12.09,12.09,12.09,0
2015-07-22,12.01,12.01,12.01,12.01,0
2015-07-23,11.89,11.89,11.89,11.89,0
2015-07-24,11.81,11.81,11.81,11.81,0
2015-07-27,11.51,11.51,11.51,11.51,0
2015-07-28,11.65,11.65,11.65,11.65,0
2015-07-29,11.67,11.67,11.67,11.67,0
2015-07-30,11.69,11.69,11.69,11.69,0
2015-07-31,11.65,11.65,11.65,11.65,0
2015-08-04,11.29,11.29,11.29,11.29,0
2015-08-05,11.44,11.44,11.44,11.44,0
2015-08-06,11.33,11.33,11.33,11.33,0
2015-08-07,11.42,11.42,11.42,11.42,0
2015-08-10,11.58,11.58,11.58,11.58,0
2015-08-11,11.48,11.48,11.48,11.48,0
2015-08-12,11.43,11.43,11.43,11.43,0
2015-08-13,11.51,11.51,11.51,11.51,0
2015-08-14,11.48,11.48,11.48,11.48,0
2015-08-17,11.43,11.43,11.43,11.43,0
2015-08-18,11.38,11.38,11.38,11.38,0
2015-08-19,11.16,11.16,11.16,11.16,0
2015-08-20,11.19,11.19,11.19,11.19,0
2015-08-21,10.93,10.93,10.93,10.93,0
2015-08-24,10.42,10.42,10.42,10.42,0
2015-08-25,10.66,10.66,10.66,10.66,0
2015-08-26,10.83,10.83,10.83,10.83,0
2015-08-27,11.03,11.03,11.03,11.03,0
2015-08-28,11.19,11.19,11.19,11.19,0
2015-08-31,11.26,11.26,11.26,11.26,0
2015-09-01,11.25,11.25,11.25,11.25,0
2015-09-02,11.29,11.29,11.29,11.29,0
2015-09-03,11.41,11.41,11.41,11.41,0
2015-09-04,11.26,11.26,11.26,11.26,0
2015-09-07,11.3,11.3,11.3,11.3,0
2015-09-08,11.31,11.31,11.31,11.31,0
2015-09-09,11.5,11.5,11.5,11.5,0
2015-09-10,11.5,11.5,11.5,11.5,0
2015-09-11,11.52,11.52,11.52,11.52,0
2015-09-14,11.51,11.51,11.51,11.51,0
2015-09-15,11.46,11.46,11.46,11.46,0
2015-09-16,11.49,11.49,11.49,11.49,0
2015-09-17,11.55,11.55,11.55,11.55,0
2015-09-18,11.63,11.63,11.63,11.63,0
2015-09-21,11.55,11.55,11.55,11.55,0
2015-09-22,11.6,11.6,11.6,11.6,0
2015-09-23,11.46,11.46,11.46,11.46,0
2015-09-24,11.43,11.43,11.43,11.43,0
2015-09-25,11.47,11.47,11.47,11.47,0
2015-09-30,11.51,11.51,11.51,11.51,0
2015-10-01,11.6,11.6,11.6,11.6,0
2015-10-02,11.61,11.61,11.61,11.61,0
2015-10-05,11.66,11.66,11.66,11.66,0
2015-10-06,11.66,11.66,11.66,11.66,0
2015-10-07,11.72,11.72,11.72,11.72,0
2015-10-08,11.62,11.62,11.62,11.62,0
2015-10-12,11.67,11.67,11.67,11.67,0
2015-10-13,11.68,11.68,11.68,11.68,0
2015-10-14,11.66,11.66,11.66,11.66,0
2015-10-15,11.7,11.7,11.7,11.7,0
2015-10-16,11.73,11.73,11.73,11.73,0
2015-10-19,11.77,11.77,11.77,11.77,0
2015-10-20,11.83,11.83,11.83,11.83,0
2015-10-21,11.81,11.81,11.81,11.81,0
2015-10-22,11.81,11.81,11.81,11.81,0
2015-10-23,11.85,11.85,11.85,11.85,0
2015-10-26,11.92,11.92,11.92,11.92,0
2015-10-27,11.87,11.87,11.87,11.87,0
2015-10-28,11.86,11.86,11.86,11.86,0
2015-10-29,11.81,11.81,11.81,11.81,0
2015-10-30,11.81,11.81,11.81,11.81,0
2015-11-02,11.8,11.8,11.8,11.8,0
2015-11-03,11.89,11.89,11.89,11.89,0
2015-11-04,11.96,11.96,11.96,11.96,0
2015-11-05,11.96,11.96,11.96,11.96,0
2015-11-06,11.89,11.89,11.89,11.89,0
2015-11-09,11.82,11.82,11.82,11.82,0
2015-11-10,11.75,11.75,11.75,11.75,0
2015-11-11,11.66,11.66,11.66,11.66,0
2015-11-12,11.64,11.64,11.64,11.64,0
2015-11-13,11.6,11.6,11.6,11.6,0
2015-11-16,11.54,11.54,11.54,11.54,0
2015-11-17,11.66,11.66,11.66,11.66,0
2015-11-18,11.61,11.61,11.61,11.61,0
2015-11-19,11.66,11.66,11.66,11.66,0
2015-11-20,11.66,11.66,11.66,11.66,0
2015-11-23,11.68,11.68,11.68,11.68,0
2015-11-24,11.6,11.6,11.6,11.6,0
2015-11-25,11.55,11.55,11.55,11.55,0
2015-11-26,11.65,11.65,11.65,11.65,0
2015-11-27,11.6,11.6,11.6,11.6,0
2015-11-30,11.49,11.49,11.49,11.49,0
2015-12-01,11.64,11.64,11.64,11.64,0
2015-12-02,11.6,11.6,11.6,11.6,0
2015-12-03,11.59,11.59,11.59,11.59,0
2015-12-04,11.55,11.55,11.55,11.55,0
2015-12-07,11.56,11.56,11.56,11.56,0
2015-12-08,11.44,11.44,11.44,11.44,0
2015-12-09,11.29,11.29,11.29,11.29,0
2015-12-10,11.3,11.3,11.3,11.3,0
2015-12-11,11.14,11.14,11.14,11.14,0
2015-12-14,11.09,11.09,11.09,11.09,0
2015-12-15,11.13,11.13,11.13,11.13,0
2015-12-16,11.18,11.18,11.18,11.18,0
2015-12-17,11.34,11.34,11.34,11.34,0
2015-12-18,11.31,11.31,11.31,11.31,0
2015-12-21,11.34,11.34,11.34,11.34,0
2015-12-22,11.36,11.36,11.36,11.36,0
2015-12-23,11.35,11.35,11.35,11.35,0
2015-12-24,11.29,11.29,11.29,11.29,0
2015-12-25,11.34,11.34,11.34,11.34,0
2015-12-28,11.32,11.32,11.32,11.32,0
2015-12-29,11.29,11.29,11.29,11.29,0
2015-12-30,11.29,11.29,11.29,11.29,0
2015-12-31,11.34,11.34,11.34,11.34,0
2016-01-04,11.2,11.2,11.2,11.2,0
2016-01-05,11.15,11.15,11.15,11.15,0
2016-01-06,11.04,11.04,11.04,11.04,0
