timestamp,open,high,low,close,volume
2015-04-08,15.86,15.86,15.86,15.86,0
2015-04-09,15.96,15.96,15.96,15.96,0
2015-04-10,15.97,15.97,15.97,15.97,0
2015-04-13,15.88,15.88,15.88,15.88,0
2015-04-14,15.94,15.94,15.94,15.94,0
2015-04-15,16.04,16.04,16.04,16.04,0
2015-04-16,16.13,16.13,16.13,16.13,0
2015-04-17,16.01,16.01,16.01,16.01,0
2015-04-20,16.04,16.04,16.04,16.04,0
2015-04-21,16.01,16.01,16.01,16.01,0
2015-04-22,16.02,16.02,16.02,16.02,0
2015-04-23,16.09,16.09,16.09,16.09,0
2015-04-24,16.1,16.1,16.1,16.1,0
2015-04-27,16.21,16.21,16.21,16.21,0
2015-04-28,16.2,16.2,16.2,16.2,0
2015-04-29,16.24,16.24,16.24,16.24,0
2015-04-30,16.16,16.16,16.16,16.16,0
2015-05-01,16.1,16.1,16.1,16.1,0
2015-05-04,16.18,16.18,16.18,16.18,0
2015-05-05,16.07,16.07,16.07,16.07,0
2015-05-06,15.93,15.93,15.93,15.93,0
2015-05-07,15.77,15.77,15.77,15.77,0
2015-05-08,16.03,16.03,16.03,16.03,0
2015-05-11,15.99,15.99,15.99,15.99,0
2015-05-12,15.99,15.99,15.99,15.99,0
2015-05-13,16.01,16.01,16.01,16.01,0
2015-05-14,16.03,16.03,16.03,16.03,0
2015-05-15,16.1,16.1,16.1,16.1,0
2015-05-18,16.14,16.14,16.14,16.14,0
2015-05-19,16.06,16.06,16.06,16.06,0
2015-05-20,16.02,16.02,16.02,16.02,0
2015-05-21,16.15,16.15,16.15,16.15,0
2015-05-22,16.11,16.11,16.11,16.11,0
2015-05-25,16.09,16.09,16.09,16.09,0
2015-05-26,15.86,15.86,15.86,15.86,0
2015-05-27,15.88,15.88,15.88,15.88,0
2015-05-28,15.76,15.76,15.76,15.76,0
2015-05-29,15.79,15.79,15.79,15.79,0
2015-06-01,15.75,15.75,15.75,15.75,0
2015-06-02,15.88,15.88,15.88,15.88,0
2015-06-03,15.9,15.9,15.9,15.9,0
2015-06-04,15.74,15.74,15.74,15.74,0
2015-06-05,15.65,15.65,15.65,15.65,0
2015-06-08,15.61,15.61,15.61,15.61,0
2015-06-09,15.65,15.65,15.65,15.65,0
2015-06-10,15.81,15.81,15.81,15.81,0
2015-06-11,15.76,15.76,15.76,15.76,0
2015-06-12,15.68,15.68,15.68,15.68,0
2015-06-15,15.6,15.6,15.6,15.6,0
2015-06-16,15.58,15.58,15.58,15.58,0
2015-06-17,15.6,15.6,15.6,15.6,0
2015-06-18,15.76,15.76,15.76,15.76,0
2015-06-19,15.69,15.69,15.69,15.69,0
2015-06-22,15.77,15.77,15.77,15.77,0
2015-06-23,15.78,15.78,15.78,15.78,0
2015-06-24,15.72,15.72,15.72,15.72,0
2015-06-25,15.68,15.68,15.68,15.68,0
2015-06-26,15.55,15.55,15.55,15.55,0
2015-06-29,15.36,15.36,15.36,15.36,0
2015-06-30,15.26,15.26,15.26,15.26,0
2015-07-01,15.31,15.31,15.31,15.31,0
2015-07-02,15.27,15.27,15.27,15.27,0
2015-07-03,15.25,15.25,15.25,15.25,0
2015-07-06,15.12,15.12,15.12,15.12,0
2015-07-07,14.87,14.87,14.87,14.87,0
2015-07-08,14.81,14.81,14.81,14.81,0
2015-07-09,14.95,14.95,14.95,14.95,0
2015-07-10,15.1,15.1,15.1,15.1,0
2015-07-13,15.21,15.21,15.21,15.21,0
2015-07-14,15.32,15.32,15.32,15.32,0
2015-07-15,15.24,15.24,15.24,15.24,0
2015-07-16,15.24,15.24,15.24,15.24,0
2015-07-17,15.15,15.15,15.15,15.15,0
2015-07-20,15.06,15.06,15.06,15.06,0
2015-07-21,15.03,15.03,15.03,15.03,0
2015-07-22,14.92,14.92,14.92,14.92,0
2015-07-23,14.84,14.84,14.84,14.84,0
2015-07-24,14.7,14.7,14.7,14.7,0
2015-07-27,14.55,14.55,14.55,14.55,0
2015-07-28,14.63,14.63,14.63,14.63,0
2015-07-29,14.79,14.79,14.79,14.79,0
2015-07-30,14.81,14.81,14.81,14.81,0
2015-07-31,14.91,14.91,14.91,14.91,0
2015-08-03,14.78,14.78,14.78,14.78,0
2015-08-04,14.83,14.83,14.83,14.83,0
2015-08-05,14.88,14.88,14.88,14.88,0
2015-08-06,14.84,14.84,14.84,14.84,0
2015-08-07,14.88,14.88,14.88,14.88,0
2015-08-10,15.03,15.03,15.03,15.03,0
2015-08-11,14.89,14.89,14.89,14.89,0
2015-08-13,14.85,14.85,14.85,14.85,0
2015-08-14,14.87,14.87,14.87,14.87,0
2015-08-17,14.85,14.85,14.85,14.85,0
2015-08-18,14.82,14.82,14.82,14.82,0
2015-08-19,14.64,14.64,14.64,14.64,0
2015-08-20,14.59,14.59,14.59,14.59,0
2015-08-21,14.25,14.25,14.25,14.25,0
2015-08-24,13.66,13.66,13.66,13.66,0
2015-08-25,13.74,13.74,13.74,13.74,0
2015-08-26,13.49,13.49,13.49,13.49,0
2015-08-27,14.01,14.01,14.01,14.01,0
2015-08-28,14.14,14.14,14.14,14.14,0
2015-08-31,14.11,14.11,14.11,14.11,0
2015-09-01,13.77,13.77,13.77,13.77,0
2015-09-02,13.68,13.68,13.68,13.68,0
2015-09-03,13.93,13.93,13.93,13.93,0
2015-09-04,13.62,13.62,13.62,13.62,0
2015-09-07,13.66,13.66,13.66,13.66,0
