timestamp,open,high,low,close,volume
2015-04-08,48.18,48.18,48.18,48.18,0
2015-04-09,48.01,48.01,48.01,48.01,0
2015-04-10,48.75,48.75,48.75,48.75,0
2015-04-13,48.77,48.77,48.77,48.77,0
2015-04-14,49.71,49.71,49.71,49.71,0
2015-04-15,49.63,49.63,49.63,49.63,0
2015-04-16,50.21,50.21,50.21,50.21,0
2015-04-17,50.58,50.58,50.58,50.58,0
2015-04-20,50.92,50.92,50.92,50.92,0
2015-04-21,50.7,50.7,50.7,50.7,0
2015-04-22,51.02,51.02,51.02,51.02,0
2015-04-23,51.76,51.76,51.76,51.76,0
2015-04-24,51.93,51.93,51.93,51.93,0
2015-04-27,52.04,52.04,52.04,52.04,0
2015-04-28,52.01,52.01,52.01,52.01,0
2015-04-29,51.71,51.71,51.71,51.71,0
2015-05-04,51.21,51.21,51.21,51.21,0
2015-05-06,50.37,50.37,50.37,50.37,0
2015-05-07,49.63,49.63,49.63,49.63,0
2015-05-08,49.7,49.7,49.7,49.7,0
2015-05-11,49.62,49.62,49.62,49.62,0
2015-05-12,49.51,49.51,49.51,49.51,0
2015-05-13,49.85,49.85,49.85,49.85,0
2015-05-14,50.65,50.65,50.65,50.65,0
2015-05-15,50.27,50.27,50.27,50.27,0
2015-05-18,50.16,50.16,50.16,50.16,0
2015-05-19,50.02,50.02,50.02,50.02,0
2015-05-20,50.14,50.14,50.14,50.14,0
2015-05-21,49.68,49.68,49.68,49.68,0
2015-05-22,50.68,50.68,50.68,50.68,0
2015-05-26,49.93,49.93,49.93,49.93,0
2015-05-27,49.05,49.05,49.05,49.05,0
2015-05-28,49.19,49.19,49.19,49.19,0
2015-05-29,49.24,49.24,49.24,49.24,0
2015-06-01,48.9,48.9,48.9,48.9,0
2015-06-02,48.11,48.11,48.11,48.11,0
2015-06-03,48.19,48.19,48.19,48.19,0
2015-06-04,47.59,47.59,47.59,47.59,0
2015-06-05,47.36,47.36,47.36,47.36,0
2015-06-08,46.96,46.96,46.96,46.96,0
2015-06-09,47.03,47.03,47.03,47.03,0
2015-06-10,47.28,47.28,47.28,47.28,0
2015-06-11,47.43,47.43,47.43,47.43,0
2015-06-12,46.83,46.83,46.83,46.83,0
2015-06-15,46.3,46.3,46.3,46.3,0
2015-06-16,45.73,45.73,45.73,45.73,0
2015-06-17,46.03,46.03,46.03,46.03,0
2015-06-18,46.57,46.57,46.57,46.57,0
2015-06-19,46.94,46.94,46.94,46.94,0
2015-06-22,47.26,47.26,47.26,47.26,0
2015-06-23,47.56,47.56,47.56,47.56,0
2015-06-24,47.62,47.62,47.62,47.62,0
2015-06-25,47.45,47.45,47.45,47.45,0
2015-06-26,47.52,47.52,47.52,47.52,0
2015-06-29,46.22,46.22,46.22,46.22,0
2015-06-30,46.92,46.92,46.92,46.92,0
2015-07-02,46.57,46.57,46.57,46.57,0
2015-07-03,46.63,46.63,46.63,46.63,0
2015-07-06,45.44,45.44,45.44,45.44,0
2015-07-07,45.36,45.36,45.36,45.36,0
2015-07-08,44.7,44.7,44.7,44.7,0
2015-07-09,44.91,44.91,44.91,44.91,0
2015-07-10,45.01,45.01,45.01,45.01,0
2015-07-13,45.59,45.59,45.59,45.59,0
2015-07-14,45.06,45.06,45.06,45.06,0
2015-07-15,45.23,45.23,45.23,45.23,0
2015-07-16,45.31,45.31,45.31,45.31,0
2015-07-17,45.08,45.08,45.08,45.08,0
2015-07-20,44.9,44.9,44.9,44.9,0
2015-07-21,45.13,45.13,45.13,45.13,0
2015-07-22,44.92,44.92,44.92,44.92,0
2015-07-23,44.5,44.5,44.5,44.5,0
2015-07-24,44.07,44.07,44.07,44.07,0
2015-07-27,43.76,43.76,43.76,43.76,0
2015-07-28,43.81,43.81,43.81,43.81,0
2015-07-29,44.02,44.02,44.02,44.02,0
2015-07-30,43.68,43.68,43.68,43.68,0
2015-08-03,43.55,43.55,43.55,43.55,0
2015-08-04,44.19,44.19,44.19,44.19,0
2015-08-05,43.95,43.95,43.95,43.95,0
2015-08-06,43.97,43.97,43.97,43.97,0
2015-08-07,43.97,43.97,43.97,43.97,0
2015-08-10,43.93,43.93,43.93,43.93,0
2015-08-11,42.87,42.87,42.87,42.87,0
2015-08-13,42.64,42.64,42.64,42.64,0
2015-08-17,42.12,42.12,42.12,42.12,0
2015-08-18,41.89,41.89,41.89,41.89,0
2015-08-19,41.71,41.71,41.71,41.71,0
2015-08-20,41.25,41.25,41.25,41.25,0
2015-08-21,40.15,40.15,40.15,40.15,0
2015-08-24,38.94,38.94,38.94,38.94,0
2015-08-25,39.42,39.42,39.42,39.42,0
2015-08-26,40.62,40.62,40.62,40.62,0
2015-08-27,40.98,40.98,40.98,40.98,0
2015-08-28,42.13,42.13,42.13,42.13,0
2015-08-31,41.7,41.7,41.7,41.7,0
2015-09-01,41.46,41.46,41.46,41.46,0
2015-09-02,41.16,41.16,41.16,41.16,0
2015-09-04,40.08,40.08,40.08,40.08,0
2015-09-07,39.59,39.59,39.59,39.59,0
2015-09-08,39.53,39.53,39.53,39.53,0
2015-09-09,41.04,41.04,41.04,41.04,0
2015-09-10,41.63,41.63,41.63,41.63,0
2015-09-11,41.58,41.58,41.58,41.58,0
2015-09-14,41.64,41.64,41.64,41.64,0
2015-09-15,41.63,41.63,41.63,41.63,0
2015-09-16,42.87,42.87,42.87,42.87,0
2015-09-17,43.26,43.26,43.26,43.26,0
2015-09-18,43.5,43.5,43.5,43.5,0
2015-09-21,42.6,42.6,42.6,42.6,0
2015-09-22,42.84,42.84,42.84,42.84,0
2015-09-23,41.74,41.74,41.74,41.74,0
2015-09-24,41.76,41.76,41.76,41.76,0
2015-09-25,41.82,41.82,41.82,41.82,0
2015-09-30,42.42,42.42,42.42,42.42,0
2015-10-02,42.82,42.82,42.82,42.82,0
2015-10-05,43.48,43.48,43.48,43.48,0
2015-10-06,43.96,43.96,43.96,43.96,0
2015-10-07,44.32,44.32,44.32,44.32,0
2015-10-08,44.48,44.48,44.48,44.48,0
2015-10-12,45.31,45.31,45.31,45.31,0
2015-10-13,45.06,45.06,45.06,45.06,0
2015-10-14,45.01,45.01,45.01,45.01,0
2015-10-15,46.19,46.19,46.19,46.19,0
2015-10-16,46.09,46.09,46.09,46.09,0
2015-10-19,46.52,46.52,46.52,46.52,0
2015-10-20,46.42,46.42,46.42,46.42,0
2015-10-22,45.45,45.45,45.45,45.45,0
2015-10-23,46.47,46.47,46.47,46.47,0
2015-10-26,46.27,46.27,46.27,46.27,0
2015-10-27,46.23,46.23,46.23,46.23,0
2015-10-28,46.18,46.18,46.18,46.18,0
2015-10-29,45.36,45.36,45.36,45.36,0
2015-10-30,45.37,45.37,45.37,45.37,0
2015-11-02,45.65,45.65,45.65,45.65,0
2015-11-03,46.18,46.18,46.18,46.18,0
2015-11-04,46.46,46.46,46.46,46.46,0
2015-11-05,46.42,46.42,46.42,46.42,0
2015-11-06,45.78,45.78,45.78,45.78,0
2015-11-09,44.63,44.63,44.63,44.63,0
2015-11-10,43.81,43.81,43.81,43.81,0
2015-11-11,43.92,43.92,43.92,43.92,0
2015-11-12,43.75,43.75,43.75,43.75,0
2015-11-13,43.17,43.17,43.17,43.17,0
2015-11-16,42.19,42.19,42.19,42.19,0
2015-11-17,42.83,42.83,42.83,42.83,0
2015-11-18,42.79,42.79,42.79,42.79,0
2015-11-19,43.68,43.68,43.68,43.68,0
2015-11-20,44.03,44.03,44.03,44.03,0
2015-11-23,43.87,43.87,43.87,43.87,0
2015-11-24,44.29,44.29,44.29,44.29,0
2015-11-25,44.72,44.72,44.72,44.72,0
2015-11-26,44.85,44.85,44.85,44.85,0
