timestamp,open,high,low,close,volume
2015-04-08,101.79,101.79,101.79,101.79,0
2015-04-09,101.67,101.67,101.67,101.67,0
2015-04-10,101.81,101.81,101.81,101.81,0
2015-04-13,101.89,101.89,101.89,101.89,0
2015-04-14,101.86,101.86,101.86,101.86,0
2015-04-15,102.01,102.01,102.01,102.01,0
2015-04-16,102.21,102.21,102.21,102.21,0
2015-04-17,102.18,102.18,102.18,102.18,0
2015-04-20,101.74,101.74,101.74,101.74,0
2015-04-21,101.78,101.78,101.78,101.78,0
2015-04-22,101.83,101.83,101.83,101.83,0
2015-04-23,101.89,101.89,101.89,101.89,0
2015-04-24,102.09,102.09,102.09,102.09,0
2015-04-27,102.15,102.15,102.15,102.15,0
2015-04-28,102.18,102.18,102.18,102.18,0
2015-04-29,102.08,102.08,102.08,102.08,0
2015-04-30,102.1,102.1,102.1,102.1,0
2015-05-01,102.2,102.2,102.2,102.2,0
2015-05-04,102.3,102.3,102.3,102.3,0
2015-05-05,102.35,102.35,102.35,102.35,0
2015-05-06,102.27,102.27,102.27,102.27,0
2015-05-07,102.16,102.16,102.16,102.16,0
2015-05-08,102.35,102.35,102.35,102.35,0
2015-05-11,102.38,102.38,102.38,102.38,0
2015-05-12,102.08,102.08,102.08,102.08,0
2015-05-13,102.32,102.32,102.32,102.32,0
2015-05-14,102.34,102.34,102.34,102.34,0
2015-05-15,102.4,102.4,102.4,102.4,0
2015-05-18,101.91,101.91,101.91,101.91,0
2015-05-19,101.78,101.78,101.78,101.78,0
2015-05-20,101.66,101.66,101.66,101.66,0
2015-05-21,101.76,101.76,101.76,101.76,0
2015-05-22,101.87,101.87,101.87,101.87,0
2015-05-26,101.82,101.82,101.82,101.82,0
2015-05-27,101.85,101.85,101.85,101.85,0
2015-05-28,101.84,101.84,101.84,101.84,0
2015-05-29,101.82,101.82,101.82,101.82,0
2015-06-01,101.82,101.82,101.82,101.82,0
2015-06-02,101.74,101.74,101.74,101.74,0
2015-06-03,101.68,101.68,101.68,101.68,0
2015-06-04,101.47,101.47,101.47,101.47,0
2015-06-05,101.25,101.25,101.25,101.25,0
2015-06-08,101.15,101.15,101.15,101.15,0
2015-06-09,100.94,100.94,100.94,100.94,0
2015-06-10,101.04,101.04,101.04,101.04,0
2015-06-11,101.21,101.21,101.21,101.21,0
2015-06-12,101.14,101.14,101.14,101.14,0
2015-06-15,100.47,100.47,100.47,100.47,0
2015-06-16,100.31,100.31,100.31,100.31,0
2015-06-17,100.4,100.4,100.4,100.4,0
2015-06-18,100.6,100.6,100.6,100.6,0
2015-06-19,100.76,100.76,100.76,100.76,0
2015-06-22,100.9,100.9,100.9,100.9,0
2015-06-23,100.81,100.81,100.81,100.81,0
2015-06-24,100.74,100.74,100.74,100.74,0
2015-06-25,100.71,100.71,100.71,100.71,0
2015-06-26,100.57,100.57,100.57,100.57,0
2015-06-29,99.96,99.96,99.96,99.96,0
2015-06-30,99.98,99.98,99.98,99.98,0
2015-07-01,100.19,100.19,100.19,100.19,0
